ACCT_MODULE_VERSION,FILE_GROUP,ESTIMATED_FAMILY_MODULE,ESTIMATED_FAMILY_SPEND_RANGE,SRC_ROW_CNT,FAMILY_ID,FAMILY_ID_REGION,SV_ROOT_ACCOUNT,CSG_ACCOUNT,BILLING_ZIP_MAX,ATHENA_SEGMENTS,ATHENA_LEGAL_NAME1,SV_BUSN_NAME_MAX,CSG_BUSN_NAME_MAX,FAMILY_SPEND_EST_FOR_EVAL,ATHENA_FAMILY_TELCO_SPEND,CSG_AND_SV_TOTAL_MRC,TOTAL_LOC_CNT,SV_SITE_CNT,CSG_SITE_CNT,SV_EXCL_IND_CNT,CSG_EXCL_IND_CNT,SFDC_NAT_IND_CNT,SFDC_NAT_SP_IND_CNT,COAX_GREENISH_CNT,FIBER_GREENISH_CNT,COAX_YELLOW_CNT,FIBER_YELLOW_CNT,SV_ROOT_ACCOUNT_CNT,SV_ACCOUNT_CNT,SV_AAN_CNT,CSG_WD_SITE_CNT,CSG_ACCOUNT_CNT,SV_WD_SITE_CNT,CSG_REGIONS_CNT,SV_METROE_IND,SV_AV_IND,CSG_VOICE_IND,CSG_DATA_IND,CSG_VIDEO_IND,CSG_WIFIPRO_IND,CSG_CONNPRO_IND,CSG_TW_IND,CSG_TOTAL_MRC,SV_TOTAL_MRC,CSG_VOICE_MRC,CSG_DATA_MRC,CSG_VIDEO_MRC,CSG_CONNPRO_MRC,CSG_WIFIPRO_MRC,CSG_SECEDGE_MRC,SV_MRC_METROE,SV_MRC_AV_TOTAL,SV_MRCsubset_AV_PRI,SV_MRCsubset_AV_SIP,SV_MRCsubset_AV_BVE,ATHENA_EST_EMP_CNT,CSG_TENURE_MNTHS,HBB_IND,HSPY_IND,NAT_IND,GOV_IND,AGGR_IND,MES_IND,EDU_IND,CAR_IND,TWKR_IND,CBH_IND,PARENT_ID_MAX,SFDC_ACCOUNT_MAX,AM_MODULE_MAX,OWNER_ID_MAX,CAGE_NUMBER_MAX
IN PREVIOUS,CSG,AM1,1000 TO 2000,2,496974,MOUNTAIN WEST,NULL,8497900011956400,80910,SMB:2  MID:0  NAT:0  UNKN:0,STONE RIDGE APARTMENTS,NULL,"APARTMENTS,STONE RIDGE",1179.00,1179.00,413.95,2,0,2,0,0,0,0,0,2,2,1,0,0,0,2,2,0,1,0,0,1,2,1,0,0,0,413.950,0.000000,138.25,218.35,57.35,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,8,134,0,0,0,0,0,0,0,0,0,0,NULL,0011H00001S3EvXQAV,NULL,005A0000002DxzoIAC,NULL
IN PREVIOUS,CSG,CENTER,100 TO 200,1,384122,MOUNTAIN WEST,NULL,8495444700491868,84070,SMB:1  MID:0  NAT:0  UNKN:0,NATURES CARE LAWN & TREE CO,NULL,"LAWN N TREE,NATURES CARE",168.75,88.67,168.75,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,168.750,0.000000,63.40,79.95,25.40,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,1,130,0,0,0,0,0,0,0,0,0,0,NULL,0011H00001tDf2FQAS,NULL,0051H000008F4sKQAS,NULL
IN PREVIOUS,CSG,CENTER,100 TO 200,1,214376,MOUNTAIN WEST,NULL,8495440050696007,84115,SMB:1  MID:0  NAT:0  UNKN:0,LA PEQUENITA MARKET,NULL,"PEQUENITA,LA",117.45,102.42,117.45,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,117.450,0.000000,0.00,117.45,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,33,0,0,0,0,0,0,0,0,0,0,NULL,0011200001LUAttAAH,NULL,00512000006RXOeAAO,NULL
CURRENT,CSG,CENTER,100 TO 200,1,569012,MOUNTAIN WEST,NULL,8495444731544495,84081,SMB:0  MID:0  NAT:0  UNKN:1,NULL,NULL,"CO,SYSCO",195.20,NULL,195.20,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,195.200,0.000000,0.00,0.00,195.20,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,12,0,0,0,0,0,0,0,0,0,0,NULL,0011200001LuWmUAAV,NULL,00512000007FWUlAAO,NULL
CURRENT,CSG,CENTER,400 TO 500,1,431546,MOUNTAIN WEST,NULL,8497404861191556,80002,SMB:1  MID:0  NAT:0  UNKN:0,MESA VERDE APARTMENT HOMES,NULL,"APARTMENT HOMES,MESA VERDE",482.25,482.25,88.40,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,88.400,0.000000,0.00,88.40,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,6,0,0,0,0,0,0,0,0,0,0,NULL,0011H00001zRI19QAG,NULL,0051H000007w59mQAA,NULL
IN PREVIOUS,CSG,CENTER,100 TO 200,1,224929,MOUNTAIN WEST,NULL,8497950571499952,88001,SMB:1  MID:0  NAT:0  UNKN:0,CRUCES AUTO LLC,NULL,"AUTO,CRUCES",133.35,91.33,133.35,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,133.350,0.000000,43.40,89.95,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,1,29,0,0,0,0,0,0,0,0,0,0,NULL,0011H00001ODsP7QAL,NULL,0051H000008Ep2TQAS,NULL
IN PREVIOUS,CSG,CENTER,300 TO 400,1,405494,PORTLAND,NULL,8778104203421782,97266,SMB:1  MID:0  NAT:0  UNKN:0,F5 PORTLAND FIELD OFFICE,NULL,"PORTLAND FIELD OFFICE,F5",333.67,333.67,208.20,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,208.200,0.000000,35.68,172.52,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,60,0,0,0,0,0,0,0,0,0,0,NULL,0011200001EROsnAAH,NULL,005A0000003QTxlIAG,NULL
IN PREVIOUS,CSG,CENTER,100 TO 200,1,544767,HOUSTON,NULL,8777703186281351,77087,SMB:1  MID:0  NAT:0  UNKN:0,HOUSTON MODULAR INSTALLAT,NULL,"MODULAR INSTALLAT,HOUSTON",198.30,0.00,198.30,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,198.300,0.000000,68.35,129.95,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,52,0,0,0,0,0,0,0,0,0,0,NULL,0011200001FkufSAAR,NULL,00512000005jBFqAAM,NULL
IN PREVIOUS,CSG,EXCLD,100 OR LESS,1,85337,SEATTLE,NULL,8498350060922805,98465,SMB:0  MID:1  NAT:0  UNKN:0,HUNT MIDDLE SCHOOL,NULL,"MIDDLE SCHOOL,HUNT",0.00,0.00,0.00,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0.000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,2,565,0,0,0,0,0,0,1,0,0,0,NULL,NULL,NULL,NULL,NULL
IN PREVIOUS,CSG,AM1,1000 TO 2000,2,285086,MOUNTAIN WEST,NULL,8497404760626744,80112,SMB:2  MID:0  NAT:0  UNKN:0,DTC HOTEL BWSTRN-BILLER,NULL,"BWSTRN-Q2Q EQUIP,DTC HOTEL",1860.07,657.16,1860.07,2,0,1,0,0,0,0,0,2,2,0,0,0,0,2,2,0,1,0,0,1,0,2,0,0,0,1860.070,0.000000,0.00,0.00,1860.07,0.00,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,4,53,0,2,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL
